"Vaccination.Coverage.Percentage....","Denominator","Race.Sort.Order","Visual.Figure.Number","Week_Ending_Date","Race.and.Ethnicity","Vaccination.Coverage.Status","Pregnancy.Status.at.Vaccination","Pregnancy.Vaccination.Order"
68.4888962383149,3879.34040566511,3.3685222864151,1.16120141441934,"12/25/2021","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
19.5416366057703,25058.0552886617,2.15403924020939,1.16577301663347,"09/04/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
28.7317449894268,72750.8429833297,3.27067348314449,1.47894586995244,"12/04/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
20.9158084173454,91804.1872804065,1.39595959591679,1.39586268132553,"09/17/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
12.8948420211207,85035.3666660455,2.28840286866762,1.79491965961643,"04/09/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
37.4335341240512,17369.4983558441,3.77040250366554,1.76983709377237,"04/23/2022","White, NH","Fully Vaccinated","Any","NULL"
37.3593066645088,43073.9351337422,1.10879896581173,1.39916495326906,"01/14/2023","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","1"
33.3067442185013,83892.6539033751,2.05551031883806,1.63019679486752,"11/19/2022","Other, NH","Fully Vaccinated","Any","NULL"
13.7657607211266,74164.9183462502,4.18196696112864,1.41266911453567,"06/05/2021","Black, NH","Fully Vaccinated","Before Pregnancy","3"
12.5341875294456,64123.3942141326,4.58486885554157,1.36539075057954,"04/15/2023","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","1"
21.0429791805334,16235.5850519682,4.88431202736683,1.62085488275625,"10/15/2022","White, NH","Fully Vaccinated","Any","3"
42.076409257832,60133.3957809708,1.36604282679036,1.95595803228207,"10/02/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
24.0173294249922,49376.629865444,1.4937418573536,1.47607253980823,"10/01/2022","All Races/Ethnicity","Fully Vaccinated","Any","2"
77.4618426954606,81621.9864537958,5.7319778020028,1.62046377081424,"06/11/2022","Black, NH","Fully Vaccinated","Any","3"
4.13855435061268,6283.72196655977,5.65441703912802,1.28922408702783,"01/15/2022","All Races/Ethnicity","Fully Vaccinated","Any","3"
39.9306667007273,23495.2565930493,5.6072577079758,1.40756772225723,"11/13/2021","Black, NH","Fully Vaccinated","Any","NULL"
72.1429135615937,93335.7974639526,4.24969324166887,1.44487718609162,"02/11/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
11.0075031757588,14804.6924135971,1.78175183036365,1.28353368979879,"10/22/2022","Asian, NH","Fully Vaccinated","Any","NULL"
50.6536029333947,102224.515913062,5.5507183438167,1.97013895516284,"06/19/2021","Hispanic/Latino","Fully Vaccinated","Any","1"
18.6497844823636,42839.8315593211,5.61030943901278,1.88259883923456,"06/19/2021","Other, NH","Fully Vaccinated","Any","NULL"
11.5161080169724,91030.746672204,1.84620306966826,1.80885064089671,"09/10/2022","Other, NH","Fully Vaccinated","Any","NULL"
68.0237001465401,93961.8806340946,1.36683657788672,1.70822645397857,"04/29/2023","Other, NH","Fully Vaccinated","Any","NULL"
80.822595931543,53416.0254603254,3.83114465535618,1.18020160286687,"10/09/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
33.8139886625111,76728.0280601133,2.82702648453414,1.06397570972331,"10/30/2021","All Races/Ethnicity","Fully Vaccinated","Any","3"
60.0599020749098,53173.1405827857,3.30083309463225,1.10658101085573,"10/02/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
8.5641116814455,104276.573334767,3.32368456199765,1.84818431828171,"05/07/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
34.6724582931725,10218.6002418883,4.8945355406031,1.35943020856939,"02/20/2021","Hispanic/Latino","Fully Vaccinated","Any","NULL"
24.7768431049772,19676.9131303572,5.11833188147284,1.78500059503131,"09/04/2021","Other, NH","Fully Vaccinated","Any","2"
73.5619955108268,83574.7040048148,2.41177526093088,1.90803884435445,"01/30/2021","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","3"
40.5010256276932,58821.2257141757,4.64989157067612,1.63342471793294,"01/21/2023","Asian, NH","Fully Vaccinated","During Pregnancy","NULL"
73.1488110803068,46031.103197105,3.47985842986964,1.61511628841981,"01/01/2022","All Races/Ethnicity","Fully Vaccinated","Any","2"
73.3587727096165,105312.254785626,1.33134150551632,1.06753990403377,"07/31/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
71.7291115963133,29654.2676379243,1.18823915277608,1.24149388237856,"08/21/2021","Asian, NH","Fully Vaccinated","Any","NULL"
39.7168013905641,55328.2354468466,2.18792537017725,1.41077820281498,"02/26/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
68.1291068251245,11666.1869056912,2.09198055113666,1.81117501202971,"10/08/2022","Asian, NH","Fully Vaccinated","Before and During Pregnancy","NULL"
56.8186681798194,86457.6258302147,3.11193137452938,1.3791412259452,"10/02/2021","Asian, NH","Fully Vaccinated","Any","NULL"
64.1294708420522,42532.4563227589,3.74875816539861,1.44695023051463,"07/24/2021","White, NH","Fully Vaccinated","Before and During Pregnancy","NULL"
0.0564170312834904,85288.3974851333,4.56868802336976,1.57050778251141,"12/17/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
42.9210866410984,23775.4282987781,2.19997054338455,1.13121236930601,"02/13/2021","All Races/Ethnicity","Fully Vaccinated","Any","3"
19.8767353300704,99969.5502077532,5.47841006563976,1.01301836851053,"01/21/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
34.297433356382,38816.1122054374,3.41311894031242,1.67766972747631,"12/10/2022","Other, NH","Fully Vaccinated","Any","NULL"
55.3332215956645,56771.1931243662,2.31423500948586,1.83515561092645,"10/29/2022","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","NULL"
31.7673512046458,14996.7273672244,2.59959380165674,1.93626348115504,"04/17/2021","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","NULL"
10.0355288185878,93818.3538777244,4.3215098711662,1.05845061386935,"05/01/2021","Black, NH","Fully Vaccinated","Any","NULL"
21.9988383865915,100769.202018224,4.64025680697523,1.66802579420619,"12/18/2021","All Races/Ethnicity","Fully Vaccinated","Any","2"
60.3254195465706,7737.72130513913,3.85717975464649,1.38585654064082,"01/30/2021","Other, NH","Fully Vaccinated","Before and During Pregnancy","NULL"
37.7135042049922,53876.6343877197,5.39347538165748,1.57612904394045,"08/28/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
71.1740838128608,26640.0590866276,3.04601639416069,1.13881417782977,"06/19/2021","Hispanic/Latino","Fully Vaccinated","Any","NULL"
9.28867737643886,91052.0157383338,2.02697894792072,1.255833853269,"11/13/2021","White, NH","Fully Vaccinated","Before Pregnancy","2"
39.2708145572338,57675.7267663206,3.35410208581015,1.31306088413112,"09/10/2022","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
88.9416152925929,4099.15911329119,2.89703887677751,1.71511780680157,"07/24/2021","Asian, NH","Fully Vaccinated","Any","NULL"
80.6425156302284,31882.3386011005,2.23782481183298,1.18867952888831,"02/18/2023","Asian, NH","Fully Vaccinated","Any","NULL"
80.0481561891502,36732.354760386,5.62516262894496,1.14218128984794,"03/12/2022","Hispanic/Latino","Fully Vaccinated","Any","3"
15.807254319638,63556.7102528613,3.33087353291921,1.57411161647178,"05/13/2023","Other, NH","Fully Vaccinated","Any","NULL"
11.8018209483242,29044.6528508719,1.06970841670409,1.04915027273819,"02/18/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
58.9751038310816,8016.2960698551,5.71612369059585,1.43500765156932,"10/22/2022","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","NULL"
31.0195374452043,14893.9898964528,2.87272827723064,1.48271016147919,"03/27/2021","Other, NH","Fully Vaccinated","Any","NULL"
59.3052589554107,75268.4343083727,1.04020767752081,1.46481690066867,"07/24/2021","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","NULL"
28.9297037966782,99218.4230910803,5.90262251696549,1.48620193707757,"05/27/2023","White, NH","Fully Vaccinated","Any","2"
16.9485080697807,35303.6948672114,2.88770027947612,1.73758488497697,"06/25/2022","All Races/Ethnicity","Fully Vaccinated","Any","2"
70.6411754088476,11617.5017972533,5.92933777393773,1.99098631180823,"07/16/2022","All Races/Ethnicity","Fully Vaccinated","Any","3"
8.45162730014417,36380.2267546398,1.69808195345104,1.84040835872293,"01/15/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
42.1501474537421,67241.7587491097,3.81109051546082,1.11192632210441,"05/27/2023","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","NULL"
46.1889430290554,48443.1800388373,4.97180097177625,1.86142187612131,"02/19/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
54.1790030215401,85203.1502586168,1.96950684324838,1.56785128777847,"05/08/2021","White, NH","Fully Vaccinated","Any","NULL"
30.0539656906156,32057.8120704701,4.5534925153479,1.68327891989611,"08/13/2022","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","3"
44.1217569401488,61725.0323737718,3.82854010001756,1.78960547875613,"06/26/2021","Black, NH","Fully Vaccinated","Any","1"
86.1889866232406,7915.58949867217,1.05057866568677,1.40252553322352,"03/20/2021","Other, NH","Fully Vaccinated","Before Pregnancy","NULL"
43.6060864643427,23041.8462489168,2.28475433913991,1.85327718942426,"04/02/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
80.3986250576097,77643.6756303019,3.35490741441026,1.18960553244688,"12/31/2022","Black, NH","Fully Vaccinated","Any","3"
82.5737682781415,87783.2204312696,5.6343137358781,1.49572163308039,"04/01/2023","Asian, NH","Fully Vaccinated","Any","NULL"
54.9687689035898,55617.8947494077,5.97645989409648,1.1200443492271,"08/27/2022","All Races/Ethnicity","Fully Vaccinated","Any","1"
37.0852868207032,61420.9559476648,2.04991150205024,1.22866330621764,"01/23/2021","All Races/Ethnicity","Fully Vaccinated","Any","1"
13.2826505918289,3744.66129410639,3.72593454108573,1.90549789648503,"05/22/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
84.4575722352834,18263.4671246961,4.22696436196566,1.4737748731859,"10/08/2022","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
27.2009696676861,91781.583084746,5.5055399031844,1.54047677922063,"11/19/2022","Hispanic/Latino","Fully Vaccinated","Before Pregnancy","3"
5.48306761092972,12031.6334032773,4.66160873672925,1.97379531897604,"06/04/2022","Asian, NH","Fully Vaccinated","Before and During Pregnancy","1"
85.5797426854027,28524.0508628336,4.04855350987054,1.97242902149446,"04/15/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
65.0698434907012,103547.111888563,2.12186066806316,1.68535946961492,"05/21/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
12.8491748924833,62424.1966662663,5.58085506688803,1.77995915315114,"01/15/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
49.6004044428002,28947.0951754579,5.01380512397736,1.02045321743935,"02/04/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
86.1544388416456,66228.6975401156,2.56204306287691,1.72846574056894,"04/23/2022","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","NULL"
52.8691467866767,6859.86349432217,2.13625598140061,1.92269844585098,"05/01/2021","White, NH","Fully Vaccinated","Any","NULL"
36.5272784417728,18532.7703830455,4.28797601978295,1.4404577978421,"08/07/2021","Hispanic/Latino","Fully Vaccinated","Before and During Pregnancy","NULL"
58.5047811832046,75199.1256794804,4.67865578155033,1.70557478116825,"02/12/2022","White, NH","Fully Vaccinated","Any","2"
28.8798017234774,10301.0145667226,3.32547127292491,1.81672479095869,"05/21/2022","White, NH","Fully Vaccinated","Any","NULL"
27.787116981321,66926.3371350698,5.31802664650604,1.48660931340419,"02/13/2021","All Races/Ethnicity","Fully Vaccinated","Any","1"
19.8450171031756,99045.988469434,4.37500291643664,1.84299941756763,"06/19/2021","Black, NH","Fully Vaccinated","Any","NULL"
33.364844584954,12574.5838905908,1.80733944429085,1.492873826297,"01/09/2021","All Races/Ethnicity","Fully Vaccinated","Any","3"
88.8749940733658,102657.424446133,1.06045153364539,1.01766921835952,"10/09/2021","Asian, NH","Fully Vaccinated","Any","1"
13.9244677642593,6274.86431953521,5.33034013723955,1.44046525796875,"10/23/2021","Black, NH","Fully Vaccinated","Any","3"
8.22127318955027,77454.4802860022,1.50356393912807,1.47792466287501,"03/04/2023","Other, NH","Fully Vaccinated","Any","NULL"
12.8141937727109,49813.856960665,2.56116122263484,1.60124057391658,"06/18/2022","White, NH","Fully Vaccinated","During Pregnancy","NULL"
62.3076412664959,61263.8026455136,3.17247526510619,1.44324672338553,"07/16/2022","Other, NH","Fully Vaccinated","Any","NULL"
55.9188604502007,92470.1477808156,4.07878032093868,1.30717744282447,"02/11/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
80.492888778518,60080.9771213382,2.69612028403208,1.67298921640031,"08/21/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
60.7718180627329,78719.257046768,3.89989051409066,1.60911426413804,"11/12/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
66.5581197346794,67060.925563057,5.14837401360273,1.97367854113691,"12/11/2021","Black, NH","Fully Vaccinated","Any","1"
47.0585560378851,35289.3806811331,2.67309072799981,1.17583471233957,"09/10/2022","Asian, NH","Fully Vaccinated","Any","NULL"
59.5834120057058,43552.2099366684,2.91009498084895,1.97322647483088,"05/28/2022","Hispanic/Latino","Fully Vaccinated","During Pregnancy","NULL"
74.2090330511564,24199.3008752307,4.02844967343844,1.57931713876314,"09/25/2021","All Races/Ethnicity","Fully Vaccinated","Any","1"
71.0012241185177,90439.1908808397,3.47867946047336,1.73812526045367,"04/15/2023","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","3"
88.4779191383393,65401.7025233572,1.54633941850625,1.86581788910553,"05/06/2023","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","NULL"
39.6806677228538,80597.0217105816,5.2296414996963,1.64748610393144,"05/28/2022","Other, NH","Fully Vaccinated","Any","NULL"
28.1467088473029,60890.6486131938,3.2292826755438,1.694696117891,"04/10/2021","White, NH","Fully Vaccinated","During Pregnancy","NULL"
36.9755882208701,31713.2436046272,4.75187952420674,1.99590543820523,"04/09/2022","Hispanic/Latino","Fully Vaccinated","During Pregnancy","NULL"
0.945180198387243,78506.1099337656,4.97769309813157,1.8493733999785,"05/20/2023","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","NULL"
16.6016120179323,59543.1337355732,2.95349428569898,1.76582223828882,"10/16/2021","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
76.0984574954957,38862.3869464402,1.07423944422044,1.13766532321461,"08/06/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
20.8739089193288,56049.986656297,4.71707413345575,1.09518893412314,"04/22/2023","Black, NH","Fully Vaccinated","During Pregnancy","NULL"
21.5907259953674,86671.3612961434,1.34192589344457,1.52184822689742,"10/02/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
6.92521222962532,57201.021283939,3.66010315390304,1.19246097211726,"04/24/2021","White, NH","Fully Vaccinated","Any","NULL"
22.1888481262838,24296.2740374305,1.61315206927247,1.73146517807618,"12/10/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
66.1118090593256,89963.5137616752,4.37884999578819,1.49458697880618,"09/25/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
76.5250208086101,41342.9405979475,1.28010033885948,1.14275915338658,"04/02/2022","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
44.9267122178106,34505.199070811,4.99004692910239,1.84121696907096,"02/05/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
35.0281853948487,82073.0087814101,4.31302482285537,1.94130395934917,"02/18/2023","Black, NH","Fully Vaccinated","Any","NULL"
22.2543441716116,78291.329449889,2.22120698331855,1.27796747698449,"11/13/2021","White, NH","Fully Vaccinated","Any","NULL"
10.032010455709,89026.7917181749,1.80186218605377,1.15037928777747,"06/12/2021","All Races/Ethnicity","Fully Vaccinated","Any","3"
35.216497502639,61555.6031090263,1.28999950154684,1.70667344261892,"11/26/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
51.6457588529913,6302.36305786553,1.07605596911162,1.56533859437332,"12/26/2020","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","NULL"
19.5854164815741,53114.2657079373,5.16677385801449,1.09050244092941,"06/19/2021","Black, NH","Fully Vaccinated","Any","1"
40.16255058276,58871.3864571657,2.3093860889785,1.56034040707164,"04/10/2021","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","NULL"
19.6845573857194,88798.1632414162,1.27707413071766,1.61526006320491,"08/07/2021","Hispanic/Latino","Fully Vaccinated","Before Pregnancy","2"
45.3576505624456,77804.3213165437,2.74016716424376,1.54841993562877,"11/12/2022","Black, NH","Fully Vaccinated","Any","2"
31.9575828380417,60137.0304240254,3.90109204477631,1.39349094871432,"12/24/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
58.693659841083,11100.5122435642,5.02109137852676,1.41666815057397,"05/01/2021","Hispanic/Latino","Fully Vaccinated","Any","1"
33.8366702819942,17522.7975588015,2.70132863218896,1.90491092158481,"09/10/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
32.0967178851832,73319.4806707164,1.67425165441819,1.67362198419869,"04/08/2023","Hispanic/Latino","Fully Vaccinated","Any","NULL"
48.1920214746147,13768.4134845701,4.86806460097432,1.9547902320046,"05/20/2023","Other, NH","Fully Vaccinated","Before and During Pregnancy","NULL"
66.8521927436348,24372.2013582462,5.38618924934417,1.15123184677213,"02/05/2022","Other, NH","Fully Vaccinated","Before and During Pregnancy","NULL"
19.9655952854315,40883.4120991796,5.93984017521143,1.55974163813516,"08/21/2021","Asian, NH","Fully Vaccinated","During Pregnancy","NULL"
37.2709745108848,89768.8819301517,4.27409292571247,1.09863575082272,"05/06/2023","Asian, NH","Fully Vaccinated","Any","NULL"
23.9915078224847,27740.3933495146,2.27013651654124,1.62344996677712,"08/20/2022","Other, NH","Fully Vaccinated","Any","NULL"
56.8865667280275,75382.8603131874,4.2072777999565,1.25637275981717,"12/11/2021","Black, NH","Fully Vaccinated","Before Pregnancy","NULL"
16.5997127179988,14581.4713655,3.25306190317497,1.47926656459458,"01/08/2022","Other, NH","Fully Vaccinated","Before and During Pregnancy","NULL"
77.9870632626582,82935.4317553528,1.98480598535389,1.47714350628667,"07/17/2021","Black, NH","Fully Vaccinated","Any","NULL"
67.4150907733943,29596.5034590627,4.03093742695637,1.83049141638912,"09/11/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
60.3461038704263,59417.2625443968,5.87314874888398,1.89557751268148,"08/20/2022","Black, NH","Fully Vaccinated","Any","2"
55.8070139554795,7078.14091305924,1.99587190663442,1.57687572110444,"11/12/2022","Hispanic/Latino","Fully Vaccinated","Any","1"
33.6130968384678,85688.1385611731,3.17379486770369,1.94379509147257,"10/08/2022","Other, NH","Fully Vaccinated","During Pregnancy","NULL"
47.8441624326864,38009.8980188209,2.69769367319532,1.29183530481532,"11/13/2021","Other, NH","Fully Vaccinated","Before Pregnancy","NULL"
78.9838155608391,96903.9840609762,1.17004121211357,1.62531927647069,"12/24/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
52.5320340101374,39980.0762340906,1.49599281628616,1.62018386344425,"06/18/2022","All Races/Ethnicity","Fully Vaccinated","Any","2"
75.8310291603673,102918.182970294,3.09616416366771,1.64861785247922,"10/01/2022","Asian, NH","Fully Vaccinated","Before Pregnancy","2"
28.2140692917164,42756.3492256701,1.23669169982895,1.23491060826927,"07/02/2022","Black, NH","Fully Vaccinated","Any","NULL"
63.9586160962936,53373.4772073431,1.13264638488181,1.4037529330235,"01/23/2021","Other, NH","Fully Vaccinated","During Pregnancy","2"
23.931107889628,53587.5295680317,1.867560232291,1.17094982112758,"05/21/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
53.6691904217703,4874.50848505413,2.89043267164379,1.51916302880272,"02/18/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
43.4604689841857,68928.3303517322,3.94161392142996,1.58436138019897,"06/19/2021","White, NH","Fully Vaccinated","Any","2"
23.932455651043,55806.6195393568,2.6821483511012,1.08007818041369,"01/21/2023","Other, NH","Fully Vaccinated","Any","NULL"
50.9825162603287,36238.5252836442,3.47274143388495,1.7289025252685,"09/10/2022","Asian, NH","Fully Vaccinated","Any","3"
82.4608965394786,62816.3140175852,4.76163337379694,1.61406652932055,"05/28/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
81.4392573717981,66472.0434201295,1.84531055996194,1.67089576018043,"01/29/2022","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","NULL"
24.7572459215065,48242.909661165,5.21815818292089,1.29613355943002,"11/20/2021","Other, NH","Fully Vaccinated","Any","1"
29.0298929036362,20970.3918577619,2.60151428193785,1.36056850175373,"05/22/2021","Hispanic/Latino","Fully Vaccinated","During Pregnancy","NULL"
89.0033718592487,76421.4794756484,2.16943608154543,1.63106628856622,"04/03/2021","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","NULL"
55.9853959100554,79750.9228698027,2.54996782890521,1.96010593674146,"07/30/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
84.6394622506807,89536.6733721737,4.94954981631599,1.36467837006785,"08/06/2022","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","2"
42.1279030199395,58064.9362230613,2.27253874554299,1.19798991899006,"07/16/2022","Hispanic/Latino","Fully Vaccinated","Before Pregnancy","NULL"
36.7369831714081,34394.2473892188,5.61411762866192,1.25410876353271,"11/13/2021","White, NH","Fully Vaccinated","Any","NULL"
59.5284982758807,50100.0944160693,1.74176748748869,1.48530267947353,"10/01/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
13.7568995009875,42752.685666265,2.08238903223537,1.41328164888546,"04/02/2022","White, NH","Fully Vaccinated","During Pregnancy","NULL"
51.7298953570426,28979.7207590416,4.13045905902982,1.32824533013627,"01/08/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
21.5569602240343,70267.3479938256,2.28535086638294,1.35684497049078,"05/14/2022","Black, NH","Fully Vaccinated","Any","3"
86.9010119600454,100877.997511843,4.5358687385451,1.68385925423354,"05/08/2021","Asian, NH","Fully Vaccinated","Any","1"
